"11226:鳩ケ谷市","ハトガヤシ"
"24216:伊賀市","イガシ"
"24303:桑名郡木曽岬町","クワナグンキソサキチョウ"
"24324:員弁郡東員町","イナベグントウインチョウ"
"24341:三重郡菰野町","ミエグンコモノチョウ"
"24343:三重郡朝日町","ミエグンアサヒチョウ"
"24344:三重郡川越町","ミエグンカワゴエチョウ"
"24441:多気郡多気町","タキグンタキチョウ"
"24442:多気郡明和町","タキグンメイワチョウ"
"24443:多気郡大台町","タキグンオオダイチョウ"
"24461:度会郡玉城町","ワタライグンタマキチョウ"
"24470:度会郡度会町","ワタライグンワタライチョウ"
"24471:度会郡大紀町","ワタライグンタイキチョウ"
"24472:度会郡南伊勢町","ワタライグンミナミイセチョウ"
"24543:北牟婁郡紀北町","キタムログンキホクチョウ"
"24561:南牟婁郡御浜町","ミナミムログンミハマチョウ"
"24562:南牟婁郡紀宝町","ミナミムログンキホウチョウ"
"25201:大津市","オオツシ"
"25202:彦根市","ヒコネシ"
"25203:長浜市","ナガハマシ"
"25204:近江八幡市","オウミハチマンシ"
"25206:草津市","クサツシ"
"25207:守山市","モリヤマシ"
"25208:栗東市","リットウシ"
"25209:甲賀市","コウカシ"
"25210:野洲市","ヤスシ"
"25211:湖南市","コナンシ"
"25212:高島市","タカシマシ"
"25213:東近江市","ヒガシオウミシ"
"25214:米原市","マイバラシ"
"25383:蒲生郡日野町","ガモウグンヒノチョウ"
"25384:蒲生郡竜王町","ガモウグンリュウオウチョウ"
"25425:愛知郡愛荘町","エチグンアイショウチョウ"
"25441:犬上郡豊郷町","イヌカミグントヨサトチョウ"
"25442:犬上郡甲良町","イヌカミグンコウラチョウ"
"25443:犬上郡多賀町","イヌカミグンタガチョウ"
"26101:京都市北区","キョウトシキタク"
"26102:京都市上京区","キョウトシカミギョウク"
"26103:京都市左京区","キョウトシサキョウク"
"26104:京都市中京区","キョウトシナカギョウク"
"26105:京都市東山区","キョウトシヒガシヤマク"
"26106:京都市下京区","キョウトシシモギョウク"
"26107:京都市南区","キョウトシミナミク"
"26108:京都市右京区","キョウトシウキョウク"
"26109:京都市伏見区","キョウトシフシミク"
"26110:京都市山科区","キョウトシヤマシナク"
"26111:京都市西京区","キョウトシニシキョウク"
"26201:福知山市","フクチヤマシ"
"26202:舞鶴市","マイヅルシ"
"26203:綾部市","アヤベシ"
"26204:宇治市","ウジシ"
"26205:宮津市","ミヤヅシ"
"26206:亀岡市","カメオカシ"
"26207:城陽市","ジョウヨウシ"
"26208:向日市","ムコウシ"
"26209:長岡京市","ナガオカキョウシ"
"26210:八幡市","ヤワタシ"
"26211:京田辺市","キョウタナベシ"
"26212:京丹後市","キョウタンゴシ"
"26213:南丹市","ナンタンシ"
"26214:木津川市","キヅガワシ"
"26303:乙訓郡大山崎町","オトクニグンオオヤマザキチョウ"
"26322:久世郡久御山町","クセグンクミヤマチョウ"
"26343:綴喜郡井手町","ツヅキグンイデチョウ"
"26344:綴喜郡宇治田原町","ツヅキグンウジタワラチョウ"
"26364:相楽郡笠置町","ソウラクグンカサギチョウ"
"26365:相楽郡和束町","ソウラクグンワヅカチョウ"
"26366:相楽郡精華町","ソウラクグンセイカチョウ"
"26367:相楽郡南山城村","ソウラクグンミナミヤマシロムラ"
"26407:船井郡京丹波町","フナイグンキョウタンバチョウ"
"26463:与謝郡伊根町","ヨサグンイネチョウ"
"26465:与謝郡与謝野町","ヨサグンヨサノチョウ"
"27102:大阪市都島区","オオサカシミヤコジマク"
"27103:大阪市福島区","オオサカシフクシマク"
"27104:大阪市此花区","オオサカシコノハナク"
"27106:大阪市西区","オオサカシニシク"
"27107:大阪市港区","オオサカシミナトク"
"27108:大阪市大正区","オオサカシタイショウク"
"27109:大阪市天王寺区","オオサカシテンノウジク"
"27111:大阪市浪速区","オオサカシナニワク"
"27113:大阪市西淀川区","オオサカシニシヨドガワク"
"27114:大阪市東淀川区","オオサカシヒガシヨドガワク"
"27115:大阪市東成区","オオサカシヒガシナリク"
"27116:大阪市生野区","オオサカシイクノク"
"27117:大阪市旭区","オオサカシアサヒク"
"27118:大阪市城東区","オオサカシジョウトウク"
"27119:大阪市阿倍野区","オオサカシアベノク"
"27120:大阪市住吉区","オオサカシスミヨシク"
"27121:大阪市東住吉区","オオサカシヒガシスミヨシク"
"27122:大阪市西成区","オオサカシニシナリク"
"27123:大阪市淀川区","オオサカシヨドガワク"
"27124:大阪市鶴見区","オオサカシツルミク"
"27125:大阪市住之江区","オオサカシスミノエク"
"27126:大阪市平野区","オオサカシヒラノク"
"27127:大阪市北区","オオサカシキタク"
"27128:大阪市中央区","オオサカシチュウオウク"
"27141:堺市堺区","サカイシサカイク"
"27142:堺市中区","サカイシナカク"
"27143:堺市東区","サカイシヒガシク"
"27144:堺市西区","サカイシニシク"
"27145:堺市南区","サカイシミナミク"
"27146:堺市北区","サカイシキタク"
"27147:堺市美原区","サカイシミハラク"
"27202:岸和田市","キシワダシ"
"27203:豊中市","トヨナカシ"
"27204:池田市","イケダシ"
"27205:吹田市","スイタシ"
"27206:泉大津市","イズミオオツシ"
"27207:高槻市","タカツキシ"
"27208:貝塚市","カイヅカシ"
"27209:守口市","モリグチシ"
"27210:枚方市","ヒラカタシ"
"27211:茨木市","イバラキシ"
"27212:八尾市","ヤオシ"
"27213:泉佐野市","イズミサノシ"
"27214:富田林市","トンダバヤシシ"
"27215:寝屋川市","ネヤガワシ"
"27216:河内長野市","カワチナガノシ"
"27217:松原市","マツバラシ"
"27218:大東市","ダイトウシ"
"27219:和泉市","イズミシ"
"27220:箕面市","ミノオシ"
"27221:柏原市","カシワラシ"
"27222:羽曳野市","ハビキノシ"
"27223:門真市","カドマシ"
"27224:摂津市","セッツシ"
"27225:高石市","タカイシシ"
"27226:藤井寺市","フジイデラシ"
"27227:東大阪市","ヒガシオオサカシ"
"27228:泉南市","センナンシ"
"27229:四條畷市","シジョウナワテシ"
"27230:交野市","カタノシ"
"27231:大阪狭山市","オオサカサヤマシ"
"27232:阪南市","ハンナンシ"
"27301:三島郡島本町","ミシマグンシマモトチョウ"
"27321:豊能郡豊能町","トヨノグントヨノチョウ"
"27322:豊能郡能勢町","トヨノグンノセチョウ"
"27341:泉北郡忠岡町","センボクグンタダオカチョウ"
"27361:泉南郡熊取町","センナングンクマトリチョウ"
"27362:泉南郡田尻町","センナングンタジリチョウ"
"27366:泉南郡岬町","センナングンミサキチョウ"
"27381:南河内郡太子町","ミナミカワチグンタイシチョウ"
"27382:南河内郡河南町","ミナミカワチグンカナンチョウ"
"27383:南河内郡千早赤阪村","ミナミカワチグンチハヤアカサカムラ"
"28101:神戸市東灘区","コウベシヒガシナダク"
"28102:神戸市灘区","コウベシナダク"
"28105:神戸市兵庫区","コウベシヒョウゴク"
"28106:神戸市長田区","コウベシナガタク"
"28107:神戸市須磨区","コウベシスマク"
"28108:神戸市垂水区","コウベシタルミク"
"28109:神戸市北区","コウベシキタク"
"28110:神戸市中央区","コウベシチュウオウク"
"28111:神戸市西区","コウベシニシク"
"28201:姫路市","ヒメジシ"
"28202:尼崎市","アマガサキシ"
"28203:明石市","アカシシ"
"28204:西宮市","ニシノミヤシ"
"28205:洲本市","スモトシ"
"28206:芦屋市","アシヤシ"
"28207:伊丹市","イタミシ"
"28208:相生市","アイオイシ"
"28209:豊岡市","トヨオカシ"
"28210:加古川市","カコガワシ"
"28212:赤穂市","アコウシ"
"28213:西脇市","ニシワキシ"
"28214:宝塚市","タカラヅカシ"
"28215:三木市","ミキシ"
"28216:高砂市","タカサゴシ"
"28217:川西市","カワニシシ"
"28218:小野市","オノシ"
"28219:三田市","サンダシ"
"28220:加西市","カサイシ"
"28221:篠山市","ササヤマシ"
"28222:養父市","ヤブシ"
"28223:丹波市","タンバシ"
"28224:南あわじ市","ミナミアワジシ"
"28225:朝来市","アサゴシ"
"28226:淡路市","アワジシ"
"28227:宍粟市","シソウシ"
"28228:加東市","カトウシ"
"28229:たつの市","タツノシ"
"28301:川辺郡猪名川町","カワベグンイナガワチョウ"
"28365:多可郡多可町","タカグンタカチョウ"
"28381:加古郡稲美町","カコグンイナミチョウ"
"28382:加古郡播磨町","カコグンハリマチョウ"
"28442:神崎郡市川町","カンザキグンイチカワチョウ"
"28443:神崎郡福崎町","カンザキグンフクサキチョウ"
"28446:神崎郡神河町","カンザキグンカミカワチョウ"
"28464:揖保郡太子町","イボグンタイシチョウ"
"28481:赤穂郡上郡町","アコウグンカミゴオリチョウ"
"28501:佐用郡佐用町","サヨウグンサヨウチョウ"
"28585:美方郡香美町","ミカタグンカミチョウ"
"28586:美方郡新温泉町","ミカタグンシンオンセンチョウ"
"29201:奈良市","ナラシ"
"29202:大和高田市","ヤマトタカダシ"
"29203:大和郡山市","ヤマトコオリヤマシ"
"29204:天理市","テンリシ"
"29205:橿原市","カシハラシ"
"29206:桜井市","サクライシ"
"29207:五條市","ゴジョウシ"
"29208:御所市","ゴセシ"
"29209:生駒市","イコマシ"
"29210:香芝市","カシバシ"
"29211:葛城市","カツラギシ"
"29212:宇陀市","ウダシ"
"29322:山辺郡山添村","ヤマベグンヤマゾエムラ"
"29342:生駒郡平群町","イコマグンヘグリチョウ"
"29343:生駒郡三郷町","イコマグンサンゴウチョウ"
"29344:生駒郡斑鳩町","イコマグンイカルガチョウ"
"29345:生駒郡安堵町","イコマグンアンドチョウ"
"29361:磯城郡川西町","シキグンカワニシチョウ"
"29362:磯城郡三宅町","シキグンミヤケチョウ"
"29363:磯城郡田原本町","シキグンタワラモトチョウ"
"29385:宇陀郡曽爾村","ウダグンソニムラ"
"29386:宇陀郡御杖村","ウダグンミツエムラ"
"29401:高市郡高取町","タカイチグンタカトリチョウ"
"29402:高市郡明日香村","タカイチグンアスカムラ"
"29424:北葛城郡上牧町","キタカツラギグンカンマキチョウ"
"29425:北葛城郡王寺町","キタカツラギグンオウジチョウ"
"29426:北葛城郡広陵町","キタカツラギグンコウリョウチョウ"
"29427:北葛城郡河合町","キタカツラギグンカワイチョウ"
"29441:吉野郡吉野町","ヨシノグンヨシノチョウ"
"29442:吉野郡大淀町","ヨシノグンオオヨドチョウ"
"29443:吉野郡下市町","ヨシノグンシモイチチョウ"
"29444:吉野郡黒滝村","ヨシノグンクロタキムラ"
"29446:吉野郡天川村","ヨシノグンテンカワムラ"
"29447:吉野郡野迫川村","ヨシノグンノセガワムラ"
"29449:吉野郡十津川村","ヨシノグントツカワムラ"
"29450:吉野郡下北山村","ヨシノグンシモキタヤマムラ"
"29451:吉野郡上北山村","ヨシノグンカミキタヤマムラ"
"29452:吉野郡川上村","ヨシノグンカワカミムラ"
"29453:吉野郡東吉野村","ヨシノグンヒガシヨシノムラ"
"30201:和歌山市","ワカヤマシ"
"30202:海南市","カイナンシ"
"30203:橋本市","ハシモトシ"
"30204:有田市","アリダシ"
"30205:御坊市","ゴボウシ"
"30206:田辺市","タナベシ"
"30207:新宮市","シングウシ"
"30208:紀の川市","キノカワシ"
"30209:岩出市","イワデシ"
"30304:海草郡紀美野町","カイソウグンキミノチョウ"
"30341:伊都郡かつらぎ町","イトグンカツラギチョウ"
"30343:伊都郡九度山町","イトグンクドヤマチョウ"
"30344:伊都郡高野町","イトグンコウヤチョウ"
"30361:有田郡湯浅町","アリダグンユアサチョウ"
"30362:有田郡広川町","アリダグンヒロガワチョウ"
"30366:有田郡有田川町","アリダグンアリダガワチョウ"
"30381:日高郡美浜町","ヒダカグンミハマチョウ"
"30382:日高郡日高町","ヒダカグンヒダカチョウ"
"30383:日高郡由良町","ヒダカグンユラチョウ"
"30390:日高郡印南町","ヒダカグンイナミチョウ"
"30391:日高郡みなべ町","ヒダカグンミナベチョウ"
"30392:日高郡日高川町","ヒダカグンヒダカガワチョウ"
"30401:西牟婁郡白浜町","ニシムログンシラハマチョウ"
"30404:西牟婁郡上富田町","ニシムログンカミトンダチョウ"
"30406:西牟婁郡すさみ町","ニシムログンスサミチョウ"
"30421:東牟婁郡那智勝浦町","ヒガシムログンナチカツウラチョウ"
"30422:東牟婁郡太地町","ヒガシムログンタイジチョウ"
"30424:東牟婁郡古座川町","ヒガシムログンコザガワチョウ"
"30427:東牟婁郡北山村","ヒガシムログンキタヤマムラ"
"30428:東牟婁郡串本町","ヒガシムログンクシモトチョウ"
"31201:鳥取市","トットリシ"
"31202:米子市","ヨナゴシ"
"31203:倉吉市","クラヨシシ"
"31204:境港市","サカイミナトシ"
"31302:岩美郡岩美町","イワミグンイワミチョウ"
"31325:八頭郡若桜町","ヤズグンワカサチョウ"
"31328:八頭郡智頭町","ヤズグンチヅチョウ"
"31329:八頭郡八頭町","ヤズグンヤズチョウ"
"31364:東伯郡三朝町","トウハクグンミササチョウ"
"31370:東伯郡湯梨浜町","トウハクグンユリハマチョウ"
"31371:東伯郡琴浦町","トウハクグンコトウラチョウ"
"31372:東伯郡北栄町","トウハクグンホクエイチョウ"
"31384:西伯郡日吉津村","サイハクグンヒエヅソン"
"31386:西伯郡大山町","サイハクグンダイセンチョウ"
"31389:西伯郡南部町","サイハクグンナンブチョウ"
"31390:西伯郡伯耆町","サイハクグンホウキチョウ"
"31401:日野郡日南町","ヒノグンニチナンチョウ"
"31402:日野郡日野町","ヒノグンヒノチョウ"
"31403:日野郡江府町","ヒノグンコウフチョウ"
"32201:松江市","マツエシ"
"32202:浜田市","ハマダシ"
"32203:出雲市","イズモシ"
"32204:益田市","マスダシ"
"32205:大田市","オオダシ"
"32206:安来市","ヤスギシ"
"32207:江津市","ゴウツシ"
"32209:雲南市","ウンナンシ"
"32304:八束郡東出雲町","ヤツカグンヒガシイズモチョウ"
"32343:仁多郡奥出雲町","ニタグンオクイズモチョウ"
"32386:飯石郡飯南町","イイシグンイイナンチョウ"
"32401:簸川郡斐川町","ヒカワグンヒカワチョウ"
"32441:邑智郡川本町","オオチグンカワモトマチ"
"32448:邑智郡美郷町","オオチグンミサトチョウ"
"32449:邑智郡邑南町","オオチグンオオナンチョウ"
"32501:鹿足郡津和野町","カノアシグンツワノチョウ"
"32505:鹿足郡吉賀町","カノアシグンヨシカチョウ"
"32525:隠岐郡海士町","オキグンアマチョウ"
"32526:隠岐郡西ノ島町","オキグンニシノシマチョウ"
"32527:隠岐郡知夫村","オキグンチブムラ"
"32528:隠岐郡隠岐の島町","オキグンオキノシマチョウ"
"33101:岡山市北区","オカヤマシキタク"
"33102:岡山市中区","オカヤマシナカク"
"33103:岡山市東区","オカヤマシヒガシク"
"33104:岡山市南区","オカヤマシミナミク"
"33202:倉敷市","クラシキシ"
"33203:津山市","ツヤマシ"
"33204:玉野市","タマノシ"
"33205:笠岡市","カサオカシ"
"33207:井原市","イバラシ"
"33208:総社市","ソウジャシ"
"33209:高梁市","タカハシシ"
"33210:新見市","ニイミシ"
"33211:備前市","ビゼンシ"
"33212:瀬戸内市","セトウチシ"
"33213:赤磐市","アカイワシ"
"33214:真庭市","マニワシ"
"33215:美作市","ミマサカシ"
"33216:浅口市","アサクチシ"
"33346:和気郡和気町","ワケグンワケチョウ"
"33423:都窪郡早島町","ツクボグンハヤシマチョウ"
"33445:浅口郡里庄町","アサクチグンサトショウチョウ"
"33461:小田郡矢掛町","オダグンヤカゲチョウ"
"33586:真庭郡新庄村","マニワグンシンジョウソン"
"33606:苫田郡鏡野町","トマタグンカガミノチョウ"
"33622:勝田郡勝央町","カツタグンショウオウチョウ"
"33623:勝田郡奈義町","カツタグンナギチョウ"
"33643:英田郡西粟倉村","アイダグンニシアワクラソン"
"33663:久米郡久米南町","クメグンクメナンチョウ"
"33666:久米郡美咲町","クメグンミサキチョウ"
"33681:加賀郡吉備中央町","カガグンキビチュウオウチョウ"
"34101:広島市中区","ヒロシマシナカク"
"34102:広島市東区","ヒロシマシヒガシク"
"34103:広島市南区","ヒロシマシミナミク"
"34104:広島市西区","ヒロシマシニシク"
"34105:広島市安佐南区","ヒロシマシアサミナミク"
"34106:広島市安佐北区","ヒロシマシアサキタク"
"34107:広島市安芸区","ヒロシマシアキク"
"34108:広島市佐伯区","ヒロシマシサエキク"
"34202:呉市","クレシ"
"34203:竹原市","タケハラシ"
"34204:三原市","ミハラシ"
"34205:尾道市","オノミチシ"
"34207:福山市","フクヤマシ"
"34208:府中市","フチュウシ"
"34209:三次市","ミヨシシ"
"34210:庄原市","ショウバラシ"
"34211:大竹市","オオタケシ"
"34212:東広島市","ヒガシヒロシマシ"
"34213:廿日市市","ハツカイチシ"
"34214:安芸高田市","アキタカタシ"
"34215:江田島市","エタジマシ"
"34302:安芸郡府中町","アキグンフチュウチョウ"
"34304:安芸郡海田町","アキグンカイタチョウ"
"34307:安芸郡熊野町","アキグンクマノチョウ"
"34309:安芸郡坂町","アキグンサカチョウ"
"34368:山県郡安芸太田町","ヤマガタグンアキオオタチョウ"
"34369:山県郡北広島町","ヤマガタグンキタヒロシマチョウ"
"34431:豊田郡大崎上島町","トヨタグンオオサキカミジマチョウ"
"34462:世羅郡世羅町","セラグンセラチョウ"
"34545:神石郡神石高原町","ジンセキグンジンセキコウゲンチョウ"
"35201:下関市","シモノセキシ"
"35202:宇部市","ウベシ"
"35203:山口市","ヤマグチシ"
"35204:萩市","ハギシ"
"35206:防府市","ホウフシ"
"35207:下松市","クダマツシ"
"35208:岩国市","イワクニシ"
"35210:光市","ヒカリシ"
"35211:長門市","ナガトシ"
"35212:柳井市","ヤナイシ"
"35213:美祢市","ミネシ"
"35215:周南市","シュウナンシ"
"35216:山陽小野田市","サンヨウオノダシ"
"35305:大島郡周防大島町","オオシマグンスオウオオシマチョウ"
"35321:玖珂郡和木町","クガグンワキチョウ"
"35341:熊毛郡上関町","クマゲグンカミノセキチョウ"
"35343:熊毛郡田布施町","クマゲグンタブセチョウ"
"35344:熊毛郡平生町","クマゲグンヒラオチョウ"
"35502:阿武郡阿武町","アブグンアブチョウ"
"36201:徳島市","トクシマシ"
"36202:鳴門市","ナルトシ"
"36203:小松島市","コマツシマシ"
"36204:阿南市","アナンシ"
"36205:吉野川市","ヨシノガワシ"
"36206:阿波市","アワシ"
"36207:美馬市","ミマシ"
"36208:三好市","ミヨシシ"
"36301:勝浦郡勝浦町","カツウラグンカツウラチョウ"
"36302:勝浦郡上勝町","カツウラグンカミカツチョウ"
"36321:名東郡佐那河内村","ミョウドウグンサナゴウチソン"
"36341:名西郡石井町","ミョウザイグンイシイチョウ"
"36342:名西郡神山町","ミョウザイグンカミヤマチョウ"
"36368:那賀郡那賀町","ナカグンナカチョウ"
"36383:海部郡牟岐町","カイフグンムギチョウ"
"36387:海部郡美波町","カイフグンミナミチョウ"
"36388:海部郡海陽町","カイフグンカイヨウチョウ"
"36401:板野郡松茂町","イタノグンマツシゲチョウ"
"36402:板野郡北島町","イタノグンキタジマチョウ"
"36403:板野郡藍住町","イタノグンアイズミチョウ"
"36404:板野郡板野町","イタノグンイタノチョウ"
"36405:板野郡上板町","イタノグンカミイタチョウ"
"36468:美馬郡つるぎ町","ミマグンツルギチョウ"
"36489:三好郡東みよし町","ミヨシグンヒガシミヨシチョウ"
"37201:高松市","タカマツシ"
"37202:丸亀市","マルガメシ"
"37203:坂出市","サカイデシ"
"37204:善通寺市","ゼンツウジシ"
"37205:観音寺市","カンオンジシ"
"37206:さぬき市","サヌキシ"
"37207:東かがわ市","ヒガシカガワシ"
"37208:三豊市","ミトヨシ"
"37322:小豆郡土庄町","ショウズグントノショウチョウ"
"37324:小豆郡小豆島町","ショウズグンショウドシマチョウ"
"37341:木田郡三木町","キタグンミキチョウ"
"37364:香川郡直島町","カガワグンナオシマチョウ"
"37386:綾歌郡宇多津町","アヤウタグンウタヅチョウ"
"37387:綾歌郡綾川町","アヤウタグンアヤガワチョウ"
"37403:仲多度郡琴平町","ナカタドグンコトヒラチョウ"
"37404:仲多度郡多度津町","ナカタドグンタドツチョウ"
"37406:仲多度郡まんのう町","ナカタドグンマンノウチョウ"
"38201:松山市","マツヤマシ"
"38202:今治市","イマバリシ"
"38203:宇和島市","ウワジマシ"
"38204:八幡浜市","ヤワタハマシ"
"38205:新居浜市","ニイハマシ"
"38206:西条市","サイジョウシ"
"38207:大洲市","オオズシ"
"38210:伊予市","イヨシ"
"38213:四国中央市","シコクチュウオウシ"
"38214:西予市","セイヨシ"
"38215:東温市","トウオンシ"
"38356:越智郡上島町","オチグンカミジマチョウ"
"38386:上浮穴郡久万高原町","カミウケナグンクマコウゲンチョウ"
"38401:伊予郡松前町","イヨグンマサキチョウ"
"38402:伊予郡砥部町","イヨグントベチョウ"
"38422:喜多郡内子町","キタグンウチコチョウ"
"38442:西宇和郡伊方町","ニシウワグンイカタチョウ"
"38484:北宇和郡松野町","キタウワグンマツノチョウ"
"38488:北宇和郡鬼北町","キタウワグンキホクチョウ"
"38506:南宇和郡愛南町","ミナミウワグンアイナンチョウ"
"39201:高知市","コウチシ"
"39202:室戸市","ムロトシ"
"39203:安芸市","アキシ"
"39204:南国市","ナンコクシ"
"39205:土佐市","トサシ"
"39206:須崎市","スサキシ"
"39208:宿毛市","スクモシ"
"39209:土佐清水市","トサシミズシ"
"39210:四万十市","シマントシ"
"39211:香南市","コウナンシ"
"39212:香美市","カミシ"
"39301:安芸郡東洋町","アキグントウヨウチョウ"
"39302:安芸郡奈半利町","アキグンナハリチョウ"
"39303:安芸郡田野町","アキグンタノチョウ"
"39304:安芸郡安田町","アキグンヤスダチョウ"
"39305:安芸郡北川村","アキグンキタガワムラ"
"39306:安芸郡馬路村","アキグンウマジムラ"
"39307:安芸郡芸西村","アキグンゲイセイムラ"
"39341:長岡郡本山町","ナガオカグンモトヤマチョウ"
"39344:長岡郡大豊町","ナガオカグンオオトヨチョウ"
"39363:土佐郡土佐町","トサグントサチョウ"
"39364:土佐郡大川村","トサグンオオカワムラ"
"39386:吾川郡いの町","アガワグンイノチョウ"
"39387:吾川郡仁淀川町","アガワグンニヨドガワチョウ"
"39401:高岡郡中土佐町","タカオカグンナカトサチョウ"
"39402:高岡郡佐川町","タカオカグンサカワチョウ"
"39403:高岡郡越知町","タカオカグンオチチョウ"
"39405:高岡郡檮原町","タカオカグンユスハラチョウ"
"39410:高岡郡日高村","タカオカグンヒダカムラ"
"39411:高岡郡津野町","タカオカグンツノチョウ"
"39412:高岡郡四万十町","タカオカグンシマントチョウ"
"39424:幡多郡大月町","ハタグンオオツキチョウ"
"39427:幡多郡三原村","ハタグンミハラムラ"
"39428:幡多郡黒潮町","ハタグンクロシオチョウ"
"40101:北九州市門司区","キタキュウシュウシモジク"
"40103:北九州市若松区","キタキュウシュウシワカマツク"
"40105:北九州市戸畑区","キタキュウシュウシトバタク"
"40106:北九州市小倉北区","キタキュウシュウシコクラキタク"
"40107:北九州市小倉南区","キタキュウシュウシコクラミナミク"
"40108:北九州市八幡東区","キタキュウシュウシヤハタヒガシク"
"40109:北九州市八幡西区","キタキュウシュウシヤハタニシク"
"40131:福岡市東区","フクオカシヒガシク"
"40132:福岡市博多区","フクオカシハカタク"
"40133:福岡市中央区","フクオカシチュウオウク"
"40134:福岡市南区","フクオカシミナミク"
"40135:福岡市西区","フクオカシニシク"
"40136:福岡市城南区","フクオカシジョウナンク"
"40137:福岡市早良区","フクオカシサワラク"
"40202:大牟田市","オオムタシ"
"40203:久留米市","クルメシ"
"40204:直方市","ノオガタシ"
"40205:飯塚市","イイヅカシ"
"40206:田川市","タガワシ"
"40207:柳川市","ヤナガワシ"
"40210:八女市","ヤメシ"
"40211:筑後市","チクゴシ"
"40212:大川市","オオカワシ"
"40213:行橋市","ユクハシシ"
"40214:豊前市","ブゼンシ"
"40215:中間市","ナカマシ"
"40216:小郡市","オゴオリシ"
"40217:筑紫野市","チクシノシ"
"40218:春日市","カスガシ"
"40219:大野城市","オオノジョウシ"
"40220:宗像市","ムナカタシ"
"40221:太宰府市","ダザイフシ"
"40223:古賀市","コガシ"
"40224:福津市","フクツシ"
"40225:うきは市","ウキハシ"
"40226:宮若市","ミヤワカシ"
"40227:嘉麻市","カマシ"
"40228:朝倉市","アサクラシ"
"40229:みやま市","ミヤマシ"
"40230:糸島市","イトシマシ"
"40305:筑紫郡那珂川町","チクシグンナカガワマチ"
"40341:糟屋郡宇美町","カスヤグンウミマチ"
"40342:糟屋郡篠栗町","カスヤグンササグリマチ"
"40343:糟屋郡志免町","カスヤグンシメマチ"
"40344:糟屋郡須惠町","カスヤグンスエマチ"
"40345:糟屋郡新宮町","カスヤグンシングウマチ"
"40348:糟屋郡久山町","カスヤグンヒサヤママチ"
"40349:糟屋郡粕屋町","カスヤグンカスヤマチ"
"40381:遠賀郡芦屋町","オンガグンアシヤマチ"
"40382:遠賀郡水巻町","オンガグンミズマキマチ"
"40383:遠賀郡岡垣町","オンガグンオカガキマチ"
"40384:遠賀郡遠賀町","オンガグンオンガチョウ"
"40401:鞍手郡小竹町","クラテグンコタケマチ"
"40402:鞍手郡鞍手町","クラテグンクラテマチ"
"40421:嘉穂郡桂川町","カホグンケイセンマチ"
"40447:朝倉郡筑前町","アサクラグンチクゼンマチ"
"40448:朝倉郡東峰村","アサクラグントウホウムラ"
"40503:三井郡大刀洗町","ミイグンタチアライマチ"
"40522:三潴郡大木町","ミズマグンオオキマチ"
"40544:八女郡広川町","ヤメグンヒロカワマチ"
"40601:田川郡香春町","タガワグンカワラマチ"
"40602:田川郡添田町","タガワグンソエダマチ"
"40604:田川郡糸田町","タガワグンイトダマチ"
"40605:田川郡川崎町","タガワグンカワサキマチ"
"40608:田川郡大任町","タガワグンオオトウマチ"
"40609:田川郡赤村","タガワグンアカムラ"
"40610:田川郡福智町","タガワグンフクチマチ"
"40621:京都郡苅田町","ミヤコグンカンダマチ"
"40625:京都郡みやこ町","ミヤコグンミヤコマチ"
"40642:築上郡吉富町","チクジョウグンヨシトミマチ"
"40646:築上郡上毛町","チクジョウグンコウゲマチ"
"40647:築上郡築上町","チクジョウグンチクジョウマチ"
"41201:佐賀市","サガシ"
"41202:唐津市","カラツシ"
"41203:鳥栖市","トスシ"
"41204:多久市","タクシ"
"41205:伊万里市","イマリシ"
"41206:武雄市","タケオシ"
"41207:鹿島市","カシマシ"
"41208:小城市","オギシ"
"41209:嬉野市","ウレシノシ"
"41210:神埼市","カンザキシ"
"41327:神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ"
"41341:三養基郡基山町","ミヤキグンキヤマチョウ"
"41345:三養基郡上峰町","ミヤキグンカミミネチョウ"
"41346:三養基郡みやき町","ミヤキグンミヤキチョウ"
"41387:東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ"
"41401:西松浦郡有田町","ニシマツウラグンアリタチョウ"
"41423:杵島郡大町町","キシマグンオオマチチョウ"
"41424:杵島郡江北町","キシマグンコウホクマチ"
"41425:杵島郡白石町","キシマグンシロイシチョウ"
"41441:藤津郡太良町","フジツグンタラチョウ"
"42201:長崎市","ナガサキシ"
"42202:佐世保市","サセボシ"
"42203:島原市","シマバラシ"
"42204:諫早市","イサハヤシ"
"42205:大村市","オオムラシ"
"42207:平戸市","ヒラドシ"
"42208:松浦市","マツウラシ"
"42209:対馬市","ツシマシ"
"42210:壱岐市","イキシ"
"42211:五島市","ゴトウシ"
"42212:西海市","サイカイシ"
"42213:雲仙市","ウンゼンシ"
"42214:南島原市","ミナミシマバラシ"
"42307:西彼杵郡長与町","ニシソノギグンナガヨチョウ"
"42308:西彼杵郡時津町","ニシソノギグントギツチョウ"
"42321:東彼杵郡東彼杵町","ヒガシソノギグンヒガシソノギチョウ"
"42322:東彼杵郡川棚町","ヒガシソノギグンカワタナチョウ"
"42323:東彼杵郡波佐見町","ヒガシソノギグンハサミチョウ"
"42383:北松浦郡小値賀町","キタマツウラグンオヂカチョウ"
"42391:北松浦郡佐々町","キタマツウラグンサザチョウ"
"42411:南松浦郡新上五島町","ミナミマツウラグンシンカミゴトウチョウ"
